category,message,age,years_of_experience,monthly_income,distance_traveled,risk_zone,gender,education_level,vehicle_type,number_of_children,marital_status,average_hours_worked_per_week,customer_rating,number_of_trips_last_month,average_trip_duration,region
recursos_humanos,Institution oil lay citizen the. Information capital charge suddenly good evidence reality.,37,19,2011,4757,baja,female,phd,sedan,0,divorced,58,3.2,23,102,south
recursos_humanos,Best own be. Prepare woman practice civil study watch college. Focus us former around.,58,1,4241,5460,baja,female,master,van,2,single,42,4.9,17,120,east
recursos_humanos,Help keep whose buy detail. Allow ten whole ask.,60,1,3038,6160,baja,female,bachelor,suv,4,widowed,35,3.5,84,57,east
recursos_humanos,Carry once tend safe food. Than up stay.,20,2,1052,7002,alta,female,high_school,van,5,single,54,4.5,19,70,north
finanzas,Not lose back range. Six gun above Mr. Floor read age cold.,59,3,2062,9670,alta,male,high_school,van,0,single,48,4.3,90,50,south
recursos_humanos,Assume during week middle here. Get federal by TV weight.,25,5,1924,4625,alta,female,high_school,motorcycle,0,single,55,4.8,64,59,north
operaciones,Dinner beat reflect authority finally country heart. Science democratic rate return thank future. Paper quite phone.,26,8,2567,252,alta,female,master,van,1,widowed,58,3.6,91,78,east
recursos_humanos,Book indeed positive. Month single cost home peace throw. Type life follow turn.,29,3,2797,4386,media,male,phd,motorcycle,3,widowed,56,4.5,20,69,north
finanzas,Film huge help show during. Them political nothing building hold relate firm. Send financial rather certainly world pick maybe.,37,17,4715,5035,media,female,master,suv,5,widowed,26,3.2,84,17,east
operaciones,Clear either situation want likely. Open clear drug machine investment. None sister idea sister.,57,4,4640,6475,alta,female,bachelor,van,0,married,21,4.9,71,73,east
operaciones,Recent both item government. To yeah drug edge nor shake audience. Soldier peace human school suffer.,56,12,4383,7748,media,female,phd,suv,5,single,58,3.5,74,107,east
finanzas,Amount door country during study. Production truth again ability executive either across. Back animal owner important.,54,5,2224,9130,baja,female,bachelor,motorcycle,3,widowed,20,4.5,19,18,west
recursos_humanos,Important religious statement court seven. Body station place teacher figure.,52,11,1240,9006,baja,male,phd,motorcycle,2,divorced,37,3.6,84,118,north
finanzas,Under theory poor politics himself measure agree. Former own up concern hear arrive late. Seven special style civil. Authority many keep.,37,14,3641,6931,media,female,phd,motorcycle,0,divorced,57,3.3,86,106,south
finanzas,Share main serve data early free. Ago office stage admit owner image work.,48,20,2012,1008,alta,male,high_school,sedan,4,single,43,4.3,35,37,south
recursos_humanos,Citizen community add economic special.,48,7,2817,420,alta,female,phd,suv,1,widowed,56,4.7,50,64,east
finanzas,Might wish popular Democrat one customer suffer edge. Your physical successful coach night. Wrong crime teach season right.,34,4,4888,5395,alta,male,bachelor,van,1,divorced,31,4.0,30,68,south
finanzas,Apply picture Congress movie. Sing but person cut similar player.,30,11,2843,4973,media,male,bachelor,motorcycle,5,married,21,3.7,41,119,north
operaciones,Rest important couple identify either.,28,8,1515,7033,alta,female,high_school,van,1,divorced,26,3.4,76,14,south
operaciones,Field blood whose man other. Western idea free focus fall. Pressure less thought.,24,6,3735,525,media,male,phd,sedan,0,married,48,3.3,11,28,east
finanzas,Blood administration system away source meet relationship. Situation professor new reflect.,33,5,1836,5099,baja,female,bachelor,suv,3,widowed,51,4.8,58,23,north
operaciones,Whole hot give ability wish office but food.,32,6,3286,5266,alta,female,phd,sedan,1,single,37,4.8,95,99,north
finanzas,Marriage difference onto expert drug figure. Skin certain seek skill notice. Knowledge itself room off somebody. Growth population about upon.,58,20,3574,1893,alta,female,phd,suv,2,married,25,3.6,48,100,south
recursos_humanos,School go shake give fine. Season amount bed worry then sure.,25,4,1996,8915,alta,male,high_school,motorcycle,3,widowed,45,3.4,23,20,west
recursos_humanos,You against expect allow. Your enter strong wrong.,31,4,3986,5403,alta,male,master,suv,5,divorced,31,3.0,87,92,west
operaciones,Investment her appear fine stop. During chance though ahead relate special explain.,49,11,2593,3547,baja,male,phd,van,5,single,44,3.3,29,52,south
operaciones,Best quickly environment college between participant before. Budget as newspaper into style. When lose view learn.,37,12,2777,2366,media,male,phd,van,4,married,45,3.5,93,45,south
finanzas,Life behavior former skill single save. Center meet assume whose effect.,32,11,2684,572,media,male,master,sedan,0,widowed,59,5.0,73,75,east
recursos_humanos,Memory walk past score politics. Our maintain indeed husband.,38,2,3515,3153,alta,female,bachelor,sedan,1,single,34,3.3,77,49,north
operaciones,Carry interest prove film. Board sport pay one admit market person.,24,2,4062,2573,alta,male,bachelor,sedan,3,divorced,33,3.0,57,82,north
operaciones,Car although billion indicate. Woman food feel lay vote class table perhaps.,43,7,3839,1388,media,female,master,van,5,divorced,53,4.8,31,82,south
finanzas,Whether see be yourself work democratic. Decade task to message water.,33,1,2666,7370,baja,female,phd,sedan,4,widowed,53,3.5,54,25,east
finanzas,Third understand trade affect. More guess week wall. Our national current common TV not.,25,1,1675,4768,baja,female,high_school,suv,1,divorced,40,4.2,18,106,south
finanzas,Which scene reflect. Science difference money very day boy camera. Type nation itself activity.,21,1,1608,606,media,female,phd,van,5,divorced,29,3.5,46,99,east
recursos_humanos,Huge add section officer across see learn. Most reduce pick environment choice break garden. Small federal upon list condition.,24,3,3184,937,baja,male,phd,motorcycle,4,single,57,3.7,17,35,east
recursos_humanos,Financial but fast avoid guess amount rest agree. Southern picture at almost market school economy community.,55,15,3888,774,media,female,bachelor,suv,4,married,34,4.3,22,99,north
operaciones,Close cover budget western. Voice sea thank site again often production. Despite take never can recognize Democrat oil.,56,2,2487,5616,media,male,master,van,5,divorced,47,3.0,92,91,north
operaciones,Human official raise serve film someone study.,50,12,1074,2673,baja,female,high_school,motorcycle,2,divorced,29,4.5,48,50,east
recursos_humanos,Conference who again room explain scientist already. Lead six can for really alone up. Throw we produce culture.,52,17,1819,8663,media,male,bachelor,van,4,divorced,53,3.8,29,111,east
operaciones,Between provide system arm late picture current. Mission role across throughout attack sell popular. Performance term oil really positive perform member.,50,17,4033,6902,baja,female,high_school,sedan,2,widowed,53,4.5,74,41,north
recursos_humanos,Prove draw speak image effort eight fall. Trip likely PM stay hot. Black medical buy newspaper much citizen.,27,3,1001,7252,baja,male,master,suv,4,widowed,53,4.2,83,76,south
recursos_humanos,Focus life house deal young whatever. By south increase opportunity organization he suggest series. Majority once subject value.,33,9,2479,9985,baja,female,bachelor,van,0,married,25,4.0,45,94,east
recursos_humanos,Item score third either. Rather main TV tough process evidence second. Road natural admit identify short determine.,41,17,1944,437,alta,male,phd,motorcycle,2,single,37,3.0,73,101,south
recursos_humanos,Class democratic safe beautiful painting officer. Water fire development scientist bad affect player break.,42,8,3809,3189,baja,female,bachelor,sedan,4,divorced,39,4.3,76,13,south
recursos_humanos,Focus rock plant rich thus like identify store. See trial sister conference effort final view.,32,6,3561,7174,media,male,phd,motorcycle,5,single,42,4.3,28,107,north
finanzas,Material believe peace receive detail. Weight yet front knowledge trip.,20,1,1099,5573,baja,male,master,motorcycle,1,married,25,3.3,47,111,north
operaciones,Alone history space record about situation. Feeling teach ok million either. Cost production break third give hand.,24,1,1566,2008,baja,female,master,suv,4,widowed,54,4.0,80,13,west
finanzas,Role impact message charge. Live stuff PM instead. Someone follow them read.,53,15,2244,5331,alta,male,phd,van,3,widowed,55,4.6,77,40,south
finanzas,Center question summer former offer discover down hit. Indeed listen machine anything coach music budget. American because realize impact per together oil eye.,26,1,2867,4389,alta,female,phd,suv,1,married,45,4.1,27,87,south
operaciones,Generation political mind none course become. Else result smile join.,41,18,4733,9306,baja,male,high_school,van,4,divorced,55,4.0,36,43,east
recursos_humanos,Understand employee successful still. Sea wonder article game agree often relationship light.,38,15,3798,934,alta,female,master,sedan,1,married,48,3.0,87,39,west
finanzas,More pick speech peace. High his listen box whether election of. Rise himself husband couple expert medical. International thank computer.,45,20,1752,335,media,female,high_school,sedan,5,single,37,3.7,77,75,south
recursos_humanos,Surface each low. Human someone hold look our range itself. Message ask long center enter also single.,36,14,4706,2115,media,male,high_school,sedan,4,single,59,3.1,16,83,east
recursos_humanos,Play everyone budget cold dinner. Born recently forward effect happen central know. Also support down air story gun.,21,2,1098,3678,alta,male,high_school,sedan,4,single,37,4.9,13,76,east
operaciones,Since include star offer successful from.,36,17,1093,1625,media,female,high_school,suv,2,married,46,4.2,82,26,north
operaciones,Including find sometimes important tough number than. Off on with able.,33,12,2840,3202,media,male,phd,van,3,widowed,59,4.6,12,99,north
recursos_humanos,Sport science different be matter. Daughter defense several eight. Difference decision drug social.,56,10,4150,5257,media,female,master,van,4,divorced,47,4.0,89,79,south
recursos_humanos,Avoid probably rock play seek peace wish. Ten successful history quality through own him. List expect most of social meeting black compare.,51,3,1276,2369,media,male,master,suv,4,married,24,3.5,28,114,east
recursos_humanos,I more side inside make whatever.,55,15,1587,8930,baja,female,bachelor,suv,0,married,56,3.1,51,115,north
operaciones,Suffer return far.,38,3,4572,7220,alta,male,master,van,1,divorced,48,4.3,94,118,west
recursos_humanos,Tough live training community be compare. Analysis off charge pressure consider. Let close red management ten fear music more.,59,4,3557,4491,baja,male,master,sedan,2,divorced,25,3.7,67,92,east
recursos_humanos,Language enough law tonight hand challenge. President social probably black who top challenge. Leave direction election.,44,8,1475,6709,baja,male,master,motorcycle,3,married,32,4.8,18,82,north
recursos_humanos,Question class another school build. International wife certainly night half garden wait. Citizen thus dog.,26,6,2775,5721,baja,female,master,motorcycle,2,single,49,4.2,10,30,east
operaciones,Talk to book investment wrong. Investment she apply why magazine old. Night time society pull remain prepare center look.,33,12,1407,5872,media,male,phd,sedan,3,single,48,4.4,32,51,south
recursos_humanos,Policy catch about us reason possible. Us according sort into every sign local.,24,6,3585,9281,alta,female,master,suv,3,widowed,28,3.3,12,115,west
finanzas,Nice treatment product teach beat. Miss drug reality professor worry. Address PM late medical.,46,4,4073,2672,baja,male,master,sedan,2,married,50,3.4,47,114,east
finanzas,Loss perhaps such. Picture marriage my explain.,45,4,1019,7939,media,male,master,motorcycle,0,widowed,33,3.0,84,68,north
finanzas,Join west treat a. Unit special two investment eye wait night. Avoid kitchen nation key pattern pass. Kind cause clearly sister inside current out.,50,10,2046,4349,alta,male,master,suv,4,single,39,4.6,67,111,west
operaciones,Billion late prevent shoulder truth know data. Family leader he party reveal.,38,13,1110,7085,media,male,master,van,2,single,60,3.5,10,41,south
